Datum von;Datum bis;Gesamt [MWh] Originalauflösungen;Photovoltaik und Wind [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige [MWh] Originalauflösungen
26.01.2024 15:00;26.01.2024 16:00;71.341,00;48.523,25;4.785,75;41.564,25;2.173,25;22.817,75
26.01.2024 16:00;26.01.2024 17:00;70.117,00;45.813,75;4.831,25;40.382,00;600,50;24.303,25
26.01.2024 17:00;26.01.2024 18:00;70.230,00;43.382,75;4.866,75;38.502,25;13,75;26.847,25
26.01.2024 18:00;26.01.2024 19:00;69.621,00;41.618,25;4.891,50;36.726,75;0,00;28.002,75
26.01.2024 19:00;26.01.2024 20:00;69.038,00;40.170,50;4.886,00;35.284,50;0,00;28.867,50
26.01.2024 20:00;26.01.2024 21:00;64.983,00;38.873,50;4.871,50;34.002,00;0,00;26.109,50
26.01.2024 21:00;26.01.2024 22:00;61.420,00;37.569,00;4.850,50;32.718,50;0,00;23.851,00
26.01.2024 22:00;26.01.2024 23:00;58.071,00;36.072,75;5.010,25;31.062,50;0,00;21.998,25
26.01.2024 23:00;27.01.2024 00:00;54.781,00;35.001,50;5.039,00;29.962,50;0,00;19.779,50
27.01.2024 00:00;27.01.2024 01:00;54.066,00;34.532,75;5.044,50;29.488,25;0,00;19.533,25
27.01.2024 01:00;27.01.2024 02:00;52.567,00;33.639,00;5.061,50;28.577,50;0,00;18.928,00
27.01.2024 02:00;27.01.2024 03:00;51.164,00;32.893,00;5.033,25;27.859,75;0,00;18.271,00
27.01.2024 03:00;27.01.2024 04:00;50.385,00;32.124,50;5.001,25;27.123,25;0,00;18.260,50
27.01.2024 04:00;27.01.2024 05:00;49.246,00;31.202,50;4.968,75;26.233,75;0,00;18.043,50
27.01.2024 05:00;27.01.2024 06:00;48.799,00;30.081,25;5.023,00;25.058,25;0,00;18.717,75
27.01.2024 06:00;27.01.2024 07:00;48.958,00;29.004,00;5.139,75;23.864,25;0,00;19.954,00
27.01.2024 07:00;27.01.2024 08:00;50.846,00;27.513,50;5.258,00;22.238,00;17,50;23.332,50
27.01.2024 08:00;27.01.2024 09:00;53.261,00;27.581,75;5.256,25;20.842,25;1.483,25;25.679,25
27.01.2024 09:00;27.01.2024 10:00;56.031,00;30.826,75;5.180,25;19.379,25;6.267,25;25.204,25
27.01.2024 10:00;27.01.2024 11:00;58.878,00;34.754,50;5.037,00;17.588,50;12.129,00;24.123,50
27.01.2024 11:00;27.01.2024 12:00;60.959,00;37.928,25;4.907,25;16.002,25;17.018,75;23.030,75
27.01.2024 12:00;27.01.2024 13:00;61.405,00;39.187,25;4.868,75;15.319,00;18.999,50;22.217,75
27.01.2024 13:00;27.01.2024 14:00;59.649,00;37.316,75;4.862,75;14.652,50;17.801,50;22.332,25
27.01.2024 14:00;27.01.2024 15:00;55.023,00;31.853,50;4.815,75;13.447,25;13.590,50;23.169,50
27.01.2024 15:00;27.01.2024 16:00;49.867,00;24.216,50;4.754,75;11.946,50;7.515,25;25.650,50
27.01.2024 16:00;27.01.2024 17:00;46.135,00;17.570,75;4.664,25;11.008,00;1.898,50;28.564,25
27.01.2024 17:00;27.01.2024 18:00;47.290,00;15.506,00;4.577,50;10.900,00;28,50;31.784,00
27.01.2024 18:00;27.01.2024 19:00;48.090,00;15.412,25;4.494,00;10.918,25;0,00;32.677,75
27.01.2024 19:00;27.01.2024 20:00;48.154,00;15.250,25;4.471,00;10.779,25;0,00;32.903,75
27.01.2024 20:00;27.01.2024 21:00;46.440,00;15.290,25;4.517,00;10.773,25;0,00;31.149,75
27.01.2024 21:00;27.01.2024 22:00;43.174,00;15.165,50;4.571,50;10.594,00;0,00;28.008,50
27.01.2024 22:00;27.01.2024 23:00;41.900,00;14.795,25;4.604,75;10.190,50;0,00;27.104,75
27.01.2024 23:00;28.01.2024 00:00;39.986,00;14.462,25;4.599,00;9.863,25;0,00;25.523,75
28.01.2024 00:00;28.01.2024 01:00;38.177,00;13.179,50;4.180,00;8.999,50;0,00;24.997,50
28.01.2024 01:00;28.01.2024 02:00;35.549,00;12.317,75;3.990,75;8.327,00;0,00;23.231,25
28.01.2024 02:00;28.01.2024 03:00;33.790,00;11.539,75;3.774,75;7.765,00;0,00;22.250,25
28.01.2024 03:00;28.01.2024 04:00;33.175,00;10.987,25;3.676,50;7.310,75;0,00;22.187,75
28.01.2024 04:00;28.01.2024 05:00;33.161,00;10.736,25;3.627,00;7.109,25;0,00;22.424,75
28.01.2024 05:00;28.01.2024 06:00;33.406,00;11.081,25;3.628,00;7.453,25;0,00;22.324,75
28.01.2024 06:00;28.01.2024 07:00;34.427,00;11.990,50;3.691,25;8.299,25;0,00;22.436,50
28.01.2024 07:00;28.01.2024 08:00;37.572,00;13.264,00;3.825,75;9.405,75;32,50;24.308,00
28.01.2024 08:00;28.01.2024 09:00;42.077,00;17.091,50;4.037,00;10.863,75;2.190,75;24.985,50
28.01.2024 09:00;28.01.2024 10:00;49.170,00;24.917,00;4.298,00;12.141,75;8.477,25;24.253,00
28.01.2024 10:00;28.01.2024 11:00;55.941,00;33.039,25;4.496,75;12.682,75;15.859,75;22.901,75
28.01.2024 11:00;28.01.2024 12:00;60.014,00;37.946,50;4.646,25;11.634,50;21.665,75;22.067,50
28.01.2024 12:00;28.01.2024 13:00;60.083,00;38.330,00;4.762,25;9.751,75;23.816,00;21.753,00
28.01.2024 13:00;28.01.2024 14:00;57.732,00;36.115,50;4.907,50;9.013,50;22.194,50;21.616,50
28.01.2024 14:00;28.01.2024 15:00;53.273,00;31.461,75;5.030,00;9.667,75;16.764,00;21.811,25
28.01.2024 15:00;28.01.2024 16:00;49.894,00;25.791,00;5.105,00;11.669,25;9.016,75;24.103,00
28.01.2024 16:00;28.01.2024 17:00;48.972,00;22.133,00;5.224,25;14.627,25;2.281,50;26.839,00
28.01.2024 17:00;28.01.2024 18:00;53.724,00;23.656,50;5.435,75;18.172,75;48,00;30.067,50
28.01.2024 18:00;28.01.2024 19:00;56.359,00;26.439,25;5.622,00;20.817,25;0,00;29.919,75
28.01.2024 19:00;28.01.2024 20:00;57.663,00;28.200,25;5.767,00;22.433,25;0,00;29.462,75
28.01.2024 20:00;28.01.2024 21:00;57.089,00;29.267,25;5.821,25;23.446,00;0,00;27.821,75
28.01.2024 21:00;28.01.2024 22:00;55.395,00;29.808,50;5.838,75;23.969,75;0,00;25.586,50
28.01.2024 22:00;28.01.2024 23:00;53.764,00;29.840,25;5.842,50;23.997,75;0,00;23.923,75
28.01.2024 23:00;29.01.2024 00:00;52.044,00;29.958,75;5.846,75;24.112,00;0,00;22.085,25
29.01.2024 00:00;29.01.2024 01:00;51.471,00;30.187,75;5.611,50;24.576,25;0,00;21.283,25
29.01.2024 01:00;29.01.2024 02:00;50.317,00;29.698,00;5.618,00;24.080,00;0,00;20.619,00
29.01.2024 02:00;29.01.2024 03:00;49.423,00;28.793,50;5.586,75;23.206,75;0,00;20.629,50
29.01.2024 03:00;29.01.2024 04:00;48.423,00;27.622,50;5.484,50;22.138,00;0,00;20.800,50
29.01.2024 04:00;29.01.2024 05:00;48.009,00;26.339,50;5.325,00;21.014,50;0,00;21.669,50
29.01.2024 05:00;29.01.2024 06:00;48.587,00;25.081,75;5.088,25;19.993,50;0,00;23.505,25
29.01.2024 06:00;29.01.2024 07:00;53.046,00;24.210,00;4.799,00;19.411,00;0,00;28.836,00
29.01.2024 07:00;29.01.2024 08:00;56.583,00;23.150,00;4.495,50;18.613,50;41,00;33.433,00
29.01.2024 08:00;29.01.2024 09:00;60.025,00;24.292,25;4.134,50;17.786,25;2.371,50;35.732,75
29.01.2024 09:00;29.01.2024 10:00;62.883,00;28.952,50;3.712,50;16.440,75;8.799,25;33.930,50
29.01.2024 10:00;29.01.2024 11:00;65.575,00;33.498,25;3.229,25;14.645,50;15.623,50;32.076,75
29.01.2024 11:00;29.01.2024 12:00;66.406,00;35.095,75;2.719,50;11.875,25;20.501,00;31.310,25
29.01.2024 12:00;29.01.2024 13:00;63.553,00;32.576,25;2.271,75;8.490,75;21.813,75;30.976,75
29.01.2024 13:00;29.01.2024 14:00;60.968,00;27.795,25;1.867,50;6.571,00;19.356,75;33.172,75
29.01.2024 14:00;29.01.2024 15:00;55.914,00;21.381,75;1.547,25;5.892,50;13.942,00;34.532,25
29.01.2024 15:00;29.01.2024 16:00;52.745,00;14.597,75;1.390,00;5.906,75;7.301,00;38.147,25
29.01.2024 16:00;29.01.2024 17:00;50.805,00;9.663,00;1.365,75;6.467,00;1.830,25;41.142,00
29.01.2024 17:00;29.01.2024 18:00;51.543,00;8.734,75;1.415,00;7.290,00;29,75;42.808,25
29.01.2024 18:00;29.01.2024 19:00;52.047,00;9.419,75;1.448,75;7.971,00;0,00;42.627,25
29.01.2024 19:00;29.01.2024 20:00;51.195,00;9.721,75;1.441,00;8.280,75;0,00;41.473,25
29.01.2024 20:00;29.01.2024 21:00;48.240,00;9.880,75;1.431,25;8.449,50;0,00;38.359,25
29.01.2024 21:00;29.01.2024 22:00;44.930,00;9.813,25;1.428,50;8.384,75;0,00;35.116,75
29.01.2024 22:00;29.01.2024 23:00;42.910,00;9.700,25;1.470,75;8.229,50;0,00;33.209,75
29.01.2024 23:00;30.01.2024 00:00;39.412,00;9.656,00;1.559,00;8.097,00;0,00;29.756,00
30.01.2024 00:00;30.01.2024 01:00;39.829,00;13.297,50;2.482,00;10.815,50;0,00;26.531,50
30.01.2024 01:00;30.01.2024 02:00;39.081,00;13.379,50;2.591,00;10.788,50;0,00;25.701,50
30.01.2024 02:00;30.01.2024 03:00;38.754,00;13.980,75;2.832,50;11.148,25;0,00;24.773,25
30.01.2024 03:00;30.01.2024 04:00;39.433,00;14.988,75;3.228,75;11.760,00;0,00;24.444,25
30.01.2024 04:00;30.01.2024 05:00;40.644,00;16.079,00;3.694,00;12.385,00;0,00;24.565,00
30.01.2024 05:00;30.01.2024 06:00;43.676,00;17.206,50;4.128,00;13.078,50;0,00;26.469,50
30.01.2024 06:00;30.01.2024 07:00;49.016,00;18.497,75;4.507,25;13.990,50;0,00;30.518,25
30.01.2024 07:00;30.01.2024 08:00;54.685,00;19.416,00;4.734,25;14.648,00;33,75;35.269,00
30.01.2024 08:00;30.01.2024 09:00;60.320,00;22.099,50;4.854,25;15.358,00;1.887,25;38.220,50
30.01.2024 09:00;30.01.2024 10:00;63.445,00;27.591,00;4.933,75;15.783,50;6.873,75;35.854,00
30.01.2024 10:00;30.01.2024 11:00;65.890,00;32.326,25;4.967,50;15.676,75;11.682,00;33.563,75
30.01.2024 11:00;30.01.2024 12:00;66.299,00;34.403,75;4.942,75;15.010,50;14.450,50;31.895,25
30.01.2024 12:00;30.01.2024 13:00;64.916,00;33.785,50;4.885,00;14.403,75;14.496,75;31.130,50
30.01.2024 13:00;30.01.2024 14:00;63.214,00;31.869,25;4.823,00;14.839,00;12.207,25;31.344,75
30.01.2024 14:00;30.01.2024 15:00;61.296,00;29.415,00;4.740,75;15.948,00;8.726,25;31.881,00
30.01.2024 15:00;30.01.2024 16:00;60.265,00;26.717,00;4.668,00;17.486,50;4.562,50;33.548,00
30.01.2024 16:00;30.01.2024 17:00;59.313,00;25.032,00;4.687,00;19.274,75;1.070,25;34.281,00
30.01.2024 17:00;30.01.2024 18:00;62.274,00;25.813,50;4.688,00;21.100,50;25,00;36.460,50
30.01.2024 18:00;30.01.2024 19:00;66.635,00;27.344,25;4.668,50;22.675,75;0,00;39.290,75
30.01.2024 19:00;30.01.2024 20:00;65.814,00;28.349,25;4.675,50;23.673,75;0,00;37.464,75
30.01.2024 20:00;30.01.2024 21:00;62.930,00;28.759,50;4.680,50;24.079,00;0,00;34.170,50
30.01.2024 21:00;30.01.2024 22:00;59.824,00;28.643,25;4.664,75;23.978,50;0,00;31.180,75
30.01.2024 22:00;30.01.2024 23:00;57.301,00;27.836,50;4.668,50;23.168,00;0,00;29.464,50
30.01.2024 23:00;31.01.2024 00:00;54.113,00;26.983,25;4.555,75;22.427,50;0,00;27.129,75
31.01.2024 00:00;31.01.2024 01:00;51.038,00;26.267,00;4.701,75;21.565,25;0,00;24.771,00
31.01.2024 01:00;31.01.2024 02:00;48.486,00;25.121,50;4.566,00;20.555,50;0,00;23.364,50
31.01.2024 02:00;31.01.2024 03:00;46.700,00;23.780,75;4.519,75;19.261,00;0,00;22.919,25
31.01.2024 03:00;31.01.2024 04:00;44.803,00;22.390,75;4.538,00;17.852,75;0,00;22.412,25
31.01.2024 04:00;31.01.2024 05:00;44.423,00;20.886,00;4.550,50;16.335,50;0,00;23.537,00
31.01.2024 05:00;31.01.2024 06:00;45.866,00;19.042,50;4.521,00;14.521,50;0,00;26.823,50
31.01.2024 06:00;31.01.2024 07:00;48.257,00;17.420,75;4.518,75;12.902,00;0,00;30.836,25
31.01.2024 07:00;31.01.2024 08:00;52.778,00;16.350,25;4.641,75;11.697,00;11,50;36.427,75
31.01.2024 08:00;31.01.2024 09:00;54.939,00;17.113,00;5.041,50;11.097,00;974,50;37.826,00
31.01.2024 09:00;31.01.2024 10:00;56.349,00;20.594,50;5.551,00;10.652,25;4.391,25;35.754,50
31.01.2024 10:00;31.01.2024 11:00;57.755,00;24.788,50;5.837,25;10.367,75;8.583,50;32.966,50
31.01.2024 11:00;31.01.2024 12:00;60.026,00;28.645,50;5.871,75;10.795,75;11.978,00;31.380,50
31.01.2024 12:00;31.01.2024 13:00;61.819,00;31.664,25;5.758,25;12.277,75;13.628,25;30.154,75
31.01.2024 13:00;31.01.2024 14:00;62.490,00;32.631,25;5.700,00;13.823,75;13.107,50;29.858,75
31.01.2024 14:00;31.01.2024 15:00;61.186,00;30.873,50;5.690,25;14.724,75;10.458,50;30.312,50
31.01.2024 15:00;31.01.2024 16:00;59.283,00;27.033,50;5.704,25;15.415,00;5.914,25;32.249,50
31.01.2024 16:00;31.01.2024 17:00;58.119,00;24.205,75;5.731,75;16.888,75;1.585,25;33.913,25
31.01.2024 17:00;31.01.2024 18:00;60.825,00;25.588,25;5.623,50;19.926,25;38,50;35.236,75
31.01.2024 18:00;31.01.2024 19:00;64.286,00;29.331,50;5.590,00;23.741,50;0,00;34.954,50
31.01.2024 19:00;31.01.2024 20:00;66.853,00;32.927,25;5.476,50;27.450,75;0,00;33.925,75
31.01.2024 20:00;31.01.2024 21:00;67.030,00;36.287,75;5.299,00;30.988,75;0,00;30.742,25
31.01.2024 21:00;31.01.2024 22:00;65.303,00;38.789,75;5.142,75;33.647,00;0,00;26.513,25
31.01.2024 22:00;31.01.2024 23:00;63.815,00;39.489,75;5.073,25;34.416,50;0,00;24.325,25
31.01.2024 23:00;01.02.2024 00:00;62.810,00;40.126,75;5.022,00;35.104,75;0,00;22.683,25
01.02.2024 00:00;01.02.2024 01:00;61.109,00;41.564,50;5.142,25;36.422,25;0,00;19.544,50
01.02.2024 01:00;01.02.2024 02:00;59.513,00;41.008,25;5.181,75;35.826,50;0,00;18.504,75
01.02.2024 02:00;01.02.2024 03:00;58.163,00;40.001,25;5.355,50;34.645,75;0,00;18.161,75
01.02.2024 03:00;01.02.2024 04:00;57.099,00;38.948,00;5.468,00;33.480,00;0,00;18.151,00
01.02.2024 04:00;01.02.2024 05:00;56.993,00;37.969,75;5.500,75;32.469,00;0,00;19.023,25
01.02.2024 05:00;01.02.2024 06:00;58.248,00;36.732,50;5.426,50;31.306,00;0,00;21.515,50
01.02.2024 06:00;01.02.2024 07:00;61.473,00;35.886,25;5.322,00;30.564,25;0,00;25.586,75
01.02.2024 07:00;01.02.2024 08:00;64.822,00;34.490,25;5.254,00;29.216,50;19,75;30.331,75
01.02.2024 08:00;01.02.2024 09:00;67.265,00;34.149,75;5.191,50;28.123,00;835,25;33.115,25
01.02.2024 09:00;01.02.2024 10:00;66.729,00;36.050,50;5.120,00;27.206,25;3.724,25;30.678,50
01.02.2024 10:00;01.02.2024 11:00;68.133,00;39.285,00;5.018,50;26.606,75;7.659,75;28.848,00
01.02.2024 11:00;01.02.2024 12:00;69.672,00;42.801,00;4.900,00;26.871,25;11.029,75;26.871,00
01.02.2024 12:00;01.02.2024 13:00;70.607,00;45.496,50;4.806,50;28.056,00;12.634,00;25.110,50
01.02.2024 13:00;01.02.2024 14:00;70.982,00;45.886,25;4.753,75;28.821,50;12.311,00;25.095,75
01.02.2024 14:00;01.02.2024 15:00;68.437,00;43.248,00;4.767,00;28.500,25;9.980,75;25.189,00
01.02.2024 15:00;01.02.2024 16:00;65.624,00;38.097,25;4.840,75;27.317,75;5.938,75;27.526,75
01.02.2024 16:00;01.02.2024 17:00;61.842,00;32.424,00;4.848,50;25.895,00;1.680,50;29.418,00
01.02.2024 17:00;01.02.2024 18:00;61.647,00;29.805,25;4.754,25;25.006,50;44,50;31.841,75
01.02.2024 18:00;01.02.2024 19:00;62.269,00;29.140,25;4.768,50;24.371,75;0,00;33.128,75
01.02.2024 19:00;01.02.2024 20:00;61.200,00;28.093,75;4.705,75;23.388,00;0,00;33.106,25
01.02.2024 20:00;01.02.2024 21:00;57.103,00;27.005,75;4.683,00;22.322,75;0,00;30.097,25
01.02.2024 21:00;01.02.2024 22:00;54.140,00;26.065,00;4.814,25;21.250,75;0,00;28.075,00
01.02.2024 22:00;01.02.2024 23:00;51.838,00;25.414,50;5.036,50;20.378,00;0,00;26.423,50
01.02.2024 23:00;02.02.2024 00:00;49.124,00;25.298,50;5.264,00;20.034,50;0,00;23.825,50
02.02.2024 00:00;02.02.2024 01:00;46.833,00;25.308,25;5.472,00;19.836,25;0,00;21.524,75
02.02.2024 01:00;02.02.2024 02:00;46.293,00;25.417,25;5.697,00;19.720,25;0,00;20.875,75
02.02.2024 02:00;02.02.2024 03:00;45.296,00;25.686,50;5.754,75;19.931,75;0,00;19.609,50
02.02.2024 03:00;02.02.2024 04:00;46.025,00;26.027,75;5.758,50;20.269,25;0,00;19.997,25
02.02.2024 04:00;02.02.2024 05:00;47.761,00;26.428,25;5.742,00;20.686,25;0,00;21.332,75
02.02.2024 05:00;02.02.2024 06:00;49.965,00;26.855,00;5.661,00;21.194,00;0,00;23.110,00
02.02.2024 06:00;02.02.2024 07:00;55.002,00;27.662,25;5.545,25;22.117,00;0,00;27.339,75
02.02.2024 07:00;02.02.2024 08:00;60.324,00;28.287,75;5.394,25;22.876,50;17,00;32.036,25
02.02.2024 08:00;02.02.2024 09:00;64.365,00;30.024,50;5.246,75;24.251,50;526,25;34.340,50
02.02.2024 09:00;02.02.2024 10:00;66.478,00;32.757,50;5.164,00;25.632,25;1.961,25;33.720,50
02.02.2024 10:00;02.02.2024 11:00;67.691,00;35.283,00;5.046,75;26.678,25;3.558,00;32.408,00
02.02.2024 11:00;02.02.2024 12:00;69.160,00;37.937,00;4.954,75;27.926,50;5.055,75;31.223,00
02.02.2024 12:00;02.02.2024 13:00;69.529,00;40.627,25;4.906,00;29.648,75;6.072,50;28.901,75
02.02.2024 13:00;02.02.2024 14:00;68.659,00;42.304,50;4.828,00;31.346,25;6.130,25;26.354,50
02.02.2024 14:00;02.02.2024 15:00;68.485,00;42.707,75;4.778,25;32.689,00;5.240,50;25.777,25
02.02.2024 15:00;02.02.2024 16:00;67.185,00;42.072,75;4.766,75;34.064,75;3.241,25;25.112,25
02.02.2024 16:00;02.02.2024 17:00;66.737,00;41.164,00;4.755,25;35.388,25;1.020,50;25.573,00
02.02.2024 17:00;02.02.2024 18:00;68.931,00;41.529,00;4.745,25;36.749,25;34,50;27.402,00
02.02.2024 18:00;02.02.2024 19:00;71.499,00;42.491,25;4.737,25;37.754,00;0,00;29.007,75
02.02.2024 19:00;02.02.2024 20:00;71.454,00;43.024,75;4.728,75;38.296,00;0,00;28.429,25
02.02.2024 20:00;02.02.2024 21:00;69.091,00;43.440,25;4.727,25;38.713,00;0,00;25.650,75
02.02.2024 21:00;02.02.2024 22:00;66.554,00;43.518,00;4.718,50;38.799,50;0,00;23.036,00
02.02.2024 22:00;02.02.2024 23:00;64.197,00;42.574,00;4.731,25;37.842,75;0,00;21.623,00
02.02.2024 23:00;03.02.2024 00:00;63.374,00;42.554,75;4.707,50;37.847,25;0,00;20.819,25
03.02.2024 00:00;03.02.2024 01:00;61.437,00;42.304,00;4.883,25;37.420,75;0,00;19.133,00
03.02.2024 01:00;03.02.2024 02:00;59.695,00;42.027,00;4.878,00;37.149,00;0,00;17.668,00
03.02.2024 02:00;03.02.2024 03:00;58.868,00;41.722,25;4.887,25;36.835,00;0,00;17.145,75
03.02.2024 03:00;03.02.2024 04:00;58.791,00;41.279,00;4.898,00;36.381,00;0,00;17.512,00
03.02.2024 04:00;03.02.2024 05:00;57.986,00;40.827,75;4.894,25;35.933,50;0,00;17.158,25
03.02.2024 05:00;03.02.2024 06:00;58.232,00;40.475,00;4.879,75;35.595,25;0,00;17.757,00
03.02.2024 06:00;03.02.2024 07:00;60.803,00;40.883,50;4.855,25;36.028,25;0,00;19.919,50
03.02.2024 07:00;03.02.2024 08:00;62.257,00;40.444,25;4.848,25;35.574,75;21,25;21.812,75
03.02.2024 08:00;03.02.2024 09:00;65.057,00;40.751,25;4.821,00;35.239,50;690,75;24.305,75
03.02.2024 09:00;03.02.2024 10:00;67.345,00;42.150,00;4.762,50;34.997,50;2.390,00;25.195,00
03.02.2024 10:00;03.02.2024 11:00;68.160,00;43.921,50;4.731,50;34.944,75;4.245,25;24.238,50
03.02.2024 11:00;03.02.2024 12:00;69.532,00;45.438,75;4.738,25;34.792,25;5.908,25;24.093,25
03.02.2024 12:00;03.02.2024 13:00;69.347,00;45.982,50;4.739,00;34.592,75;6.650,75;23.364,50
03.02.2024 13:00;03.02.2024 14:00;67.886,00;45.507,75;4.777,50;34.357,00;6.373,25;22.378,25
03.02.2024 14:00;03.02.2024 15:00;64.440,00;43.272,25;4.867,50;33.411,75;4.993,00;21.167,75
03.02.2024 15:00;03.02.2024 16:00;61.240,00;40.036,00;4.943,00;32.225,00;2.868,00;21.204,00
03.02.2024 16:00;03.02.2024 17:00;59.816,00;37.048,25;5.023,00;31.140,75;884,50;22.767,75
03.02.2024 17:00;03.02.2024 18:00;61.196,00;35.514,50;5.148,25;30.322,75;43,50;25.681,50
03.02.2024 18:00;03.02.2024 19:00;63.148,00;35.002,00;5.205,50;29.796,50;0,00;28.146,00
03.02.2024 19:00;03.02.2024 20:00;63.060,00;34.990,50;5.170,00;29.820,50;0,00;28.069,50
03.02.2024 20:00;03.02.2024 21:00;60.591,00;35.328,00;5.088,25;30.239,75;0,00;25.263,00
03.02.2024 21:00;03.02.2024 22:00;58.699,00;35.490,75;5.109,50;30.381,25;0,00;23.208,25
03.02.2024 22:00;03.02.2024 23:00;57.874,00;35.394,25;5.192,50;30.201,75;0,00;22.479,75
03.02.2024 23:00;04.02.2024 00:00;57.019,00;36.140,00;5.280,50;30.859,50;0,00;20.879,00
04.02.2024 00:00;04.02.2024 01:00;54.440,00;36.120,00;5.217,50;30.902,50;0,00;18.320,00
04.02.2024 01:00;04.02.2024 02:00;54.645,00;36.750,75;5.106,50;31.644,25;0,00;17.894,25
04.02.2024 02:00;04.02.2024 03:00;54.781,00;37.659,75;5.087,75;32.572,00;0,00;17.121,25
04.02.2024 03:00;04.02.2024 04:00;54.419,00;38.298,75;5.034,75;33.264,00;0,00;16.120,25
04.02.2024 04:00;04.02.2024 05:00;53.901,00;38.909,75;4.993,50;33.916,25;0,00;14.991,25
04.02.2024 05:00;04.02.2024 06:00;54.494,00;39.513,50;4.957,00;34.556,50;0,00;14.980,50
04.02.2024 06:00;04.02.2024 07:00;56.254,00;40.511,25;4.926,25;35.585,00;0,00;15.742,75
04.02.2024 07:00;04.02.2024 08:00;58.464,00;40.922,25;4.926,25;35.968,00;28,00;17.541,75
04.02.2024 08:00;04.02.2024 09:00;62.638,00;42.332,00;4.913,50;36.638,25;780,25;20.306,00
04.02.2024 09:00;04.02.2024 10:00;65.290,00;44.953,75;4.878,25;37.386,75;2.688,75;20.336,25
04.02.2024 10:00;04.02.2024 11:00;68.286,00;47.403,00;4.831,75;37.925,75;4.645,50;20.883,00
04.02.2024 11:00;04.02.2024 12:00;70.563,00;49.335,75;4.801,50;38.708,25;5.826,00;21.227,25
04.02.2024 12:00;04.02.2024 13:00;71.633,00;50.397,00;4.780,50;39.648,25;5.968,25;21.236,00
04.02.2024 13:00;04.02.2024 14:00;69.558,00;49.616,50;4.774,50;39.666,50;5.175,50;19.941,50
04.02.2024 14:00;04.02.2024 15:00;67.051,00;48.129,25;4.796,00;39.558,25;3.775,00;18.921,75
04.02.2024 15:00;04.02.2024 16:00;65.267,00;46.413,75;4.810,50;39.471,50;2.131,75;18.853,25
04.02.2024 16:00;04.02.2024 17:00;64.425,00;44.826,00;4.843,00;39.283,00;700,00;19.599,00
04.02.2024 17:00;04.02.2024 18:00;65.605,00;44.039,25;4.928,00;39.041,50;69,75;21.565,75
04.02.2024 18:00;04.02.2024 19:00;67.231,00;43.938,50;4.997,50;38.941,00;0,00;23.292,50
04.02.2024 19:00;04.02.2024 20:00;68.101,00;44.341,50;5.005,50;39.336,00;0,00;23.759,50
04.02.2024 20:00;04.02.2024 21:00;69.153,00;45.207,75;5.009,00;40.198,75;0,00;23.945,25
04.02.2024 21:00;04.02.2024 22:00;68.212,00;45.909,50;4.945,00;40.964,50;0,00;22.302,50
04.02.2024 22:00;04.02.2024 23:00;67.237,00;45.832,25;4.853,25;40.979,00;0,00;21.404,75
04.02.2024 23:00;05.02.2024 00:00;65.965,00;46.393,00;4.744,75;41.648,25;0,00;19.572,00
05.02.2024 00:00;05.02.2024 01:00;63.695,00;44.066,00;4.921,25;39.144,75;0,00;19.629,00
05.02.2024 01:00;05.02.2024 02:00;61.677,00;43.681,00;4.932,00;38.749,00;0,00;17.996,00
05.02.2024 02:00;05.02.2024 03:00;61.017,00;44.079,75;4.947,50;39.132,25;0,00;16.937,25
05.02.2024 03:00;05.02.2024 04:00;60.403,00;44.127,75;4.901,25;39.226,50;0,00;16.275,25
05.02.2024 04:00;05.02.2024 05:00;62.056,00;44.158,00;4.868,00;39.290,00;0,00;17.898,00
05.02.2024 05:00;05.02.2024 06:00;65.216,00;44.937,75;4.786,50;40.151,25;0,00;20.278,25
05.02.2024 06:00;05.02.2024 07:00;68.983,00;46.201,50;4.730,50;41.471,00;0,00;22.781,50
05.02.2024 07:00;05.02.2024 08:00;71.169,00;46.144,50;4.644,75;41.466,75;33,00;25.024,50
05.02.2024 08:00;05.02.2024 09:00;74.492,00;47.769,75;4.656,25;41.825,00;1.288,50;26.722,25
05.02.2024 09:00;05.02.2024 10:00;77.406,00;51.466,75;4.633,50;42.124,25;4.709,00;25.939,25
05.02.2024 10:00;05.02.2024 11:00;80.744,00;55.882,00;4.589,25;42.293,75;8.999,00;24.862,00
05.02.2024 11:00;05.02.2024 12:00;84.168,00;59.329,00;4.542,25;42.308,50;12.478,25;24.839,00
05.02.2024 12:00;05.02.2024 13:00;85.515,00;61.410,75;4.509,25;42.124,25;14.777,25;24.104,25
05.02.2024 13:00;05.02.2024 14:00;85.271,00;61.668,25;4.437,25;41.912,75;15.318,25;23.602,75
05.02.2024 14:00;05.02.2024 15:00;82.772,00;58.941,00;4.325,75;41.483,00;13.132,25;23.831,00
05.02.2024 15:00;05.02.2024 16:00;78.724,00;53.658,00;4.212,75;41.226,75;8.218,50;25.066,00
05.02.2024 16:00;05.02.2024 17:00;75.437,00;47.956,50;4.124,75;41.110,50;2.721,25;27.480,50
05.02.2024 17:00;05.02.2024 18:00;76.578,00;45.623,50;4.068,25;41.464,75;90,50;30.954,50
05.02.2024 18:00;05.02.2024 19:00;77.659,00;45.876,75;4.029,25;41.847,50;0,00;31.782,25
